epoch;accuracy;auc;auc_1;binary_accuracy;loss;lr;precision;recall;val_accuracy;val_auc;val_auc_1;val_binary_accuracy;val_loss;val_precision;val_recall
0;0.49742555618286133;0.49457699060440063;0.4962087869644165;0.49742555618286133;0.010645716451108456;0.001;0.4974188804626465;0.4974188804626465;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
1;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
2;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
3;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
4;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
5;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
6;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
7;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
8;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
9;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
10;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
11;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
12;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804190158843994;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
13;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
14;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
15;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
16;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
17;0.4949713945388794;0.49496516585350037;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804190158843994;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
18;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
19;0.4949713945388794;0.494965136051178;0.4965226650238037;0.4949713945388794;0.011242000386118889;0.001;0.4949650764465332;0.4949650764465332;0.9041838049888611;0.9041862487792969;0.8804189562797546;0.9041838049888611;0.002641928382217884;0.9041861295700073;0.9041861295700073
