BATCH,ACCURACY,VAL_ACCURACY,LOSS,VAL_LOSS
50,0.0387784019112587,0.02949082851409912,7.808052760083228e-05,0.0015375298680737615
50,0.03769095242023468,0.022426487877964973,6.975084397708997e-05,0.0014929483877494931
50,0.03913716971874237,0.022426487877964973,6.192032742546871e-05,0.0017645488260313869
50,0.03135887160897255,0.02119302935898304,4.412105408846401e-05,0.004750811494886875
50,0.06650640070438385,0.02365994267165661,3.346788071212359e-05,0.003902067430317402
50,0.12508516013622284,0.04608643054962158,1.6049361875047907e-05,0.004036618396639824
50,0.07510693371295929,0.015362142585217953,8.508030077791773e-06,0.005928534083068371
50,0.29728633165359497,0.25498923659324646,1.0100455256178975e-05,0.006354460958391428
50,0.09552431106567383,0.022426486015319824,1.2214896742079873e-05,0.019474323838949203
50,0.17661282420158386,0.07434380054473877,2.7446689273347147e-05,0.008287720382213593
50,0.22290413081645966,0.17234757542610168,1.2382356544549111e-05,0.011669924482703209
50,0.09437958151102066,0.014128685928881168,1.671546488068998e-05,0.008155162446200848
50,0.08991532027721405,0.03778862953186035,1.3839285202266183e-05,0.005905718542635441
50,0.2718825936317444,0.3060095012187958,1.220664125867188e-05,0.009199668653309345
50,0.30590784549713135,0.2774157226085663,1.7201669834321365e-05,0.005201336462050676
50,0.10148648172616959,0.02949082851409912,7.766399903630372e-06,0.005833519622683525
50,0.3602232038974762,0.4227394759654999,1.0837090485438239e-05,0.007908755913376808
50,0.12053567916154861,0.04361951723694801,1.694306956778746e-05,0.007794569246470928
50,0.13389503955841064,0.08387505263090134,1.4878908586979378e-05,0.010858645662665367
50,0.07881180197000504,0.022426487877964973,1.965423143701628e-05,0.006256665103137493
50,0.0872657522559166,0.05068385973572731,9.267585483030416e-06,0.003512354101985693
50,0.1616731882095337,0.0897059440612793,9.063420293387026e-06,0.0070050666108727455
50,0.07961311936378479,0.014128687791526318,1.2355783837847412e-05,0.0048661911860108376
50,0.07732371985912323,0.007064343895763159,9.634621164877899e-06,0.005625743884593248
50,0.09766709059476852,0.043619513511657715,9.828196198213845e-06,0.008503125980496407
50,0.055517397820949554,0.022426486015319824,2.1375239157350734e-05,0.012633740901947021
50,0.10212156921625137,0.028257371857762337,2.0662932001869194e-05,0.007865711115300655
50,0.09157512336969376,0.04731988534331322,1.1641829587460961e-05,0.006753412075340748
50,0.21767757833003998,0.1333254724740982,1.1993876796623226e-05,0.0042351107113063335
50,0.11379734426736832,0.03778862953186035,1.1497661944304127e-05,0.005055779125541449
50,0.11166433990001678,0.014128687791526318,8.339200576301664e-06,0.008796575479209423
50,0.42490068078041077,0.4949526786804199,1.568993684486486e-05,0.00564378360286355
50,0.10579997301101685,0.014128687791526318,1.78549817064777e-05,0.006888572592288256
50,0.11811930686235428,0.08140814304351807,1.53171167767141e-05,0.006512535735964775
50,0.2006217986345291,0.08723903447389603,1.2216175491630565e-05,0.006870647892355919
50,0.2175925374031067,0.11459935456514359,1.5881703802733682e-05,0.004137774463742971
50,0.18884271383285522,0.09923721104860306,7.057920356601244e-06,0.006978917866945267
50,0.1239529550075531,0.043619513511657715,7.968259524204768e-06,0.005008794832974672
50,0.1447053700685501,0.03655517101287842,1.1448441000538878e-05,0.0061016567051410675
50,0.08941555768251419,0.02949082851409912,1.2846963727497496e-05,0.006627014838159084
50,0.13891494274139404,0.08600557595491409,1.6022248018998653e-05,0.004935480188578367
