BATCH,ACCURACY,VAL_ACCURACY,LOSS,VAL_LOSS
64,0.0014876980567350984,0.09848647564649582,0.0007950057624839246,0.0010099458741024137
64,0.0014876980567350984,0.09848647564649582,0.00075991713674739,0.0009844827000051737
64,0.0014876980567350984,0.09848647564649582,0.0007369919330812991,0.0009605512022972107
64,0.0014876980567350984,0.09848647564649582,0.0007149482844397426,0.0009376129019074142
64,0.3580487072467804,0.09848647564649582,0.000695209892001003,0.0009155339212156832
64,0.5313745141029358,0.901513397693634,0.0006724590202793479,0.0008942301501519978
64,0.5051907300949097,0.901513397693634,0.00065474899020046,0.000873735873028636
64,0.7276840806007385,0.901513397693634,0.000637222605291754,0.0008539304253645241
64,0.9985122084617615,0.901513397693634,0.0006180235650390387,0.0008347512921318412
64,0.9985122084617615,0.901513397693634,0.0006011726218275726,0.0008162081940099597
64,0.9985122084617615,0.901513397693634,0.0005842263926751912,0.0007982621318660676
64,0.9985122084617615,0.901513397693634,0.0005661952891387045,0.0007808792288415134
64,0.9985122084617615,0.901513397693634,0.0005515182274393737,0.0007640839321538806
64,0.9985122084617615,0.901513397693634,0.0005337474285624921,0.0007478291518054903
64,0.9985122084617615,0.901513397693634,0.0005195093108341098,0.0007321363664232194
64,0.9985122084617615,0.901513397693634,0.0005024330457672477,0.0007169483578763902
64,0.9985122084617615,0.901513397693634,0.0004888846888206899,0.0007022899808362126
64,0.9985122084617615,0.901513397693634,0.00047499994980171323,0.0006881447625346482
64,0.9985122084617615,0.901513397693634,0.00046103677595965564,0.0006744946003891528
64,0.9985122084617615,0.901513397693634,0.00044952580356039107,0.0006613378645852208
